K,N,M,T,Baseline Cycles,Baseline Performance,WIP Scalar Cycles,WIP Scalar Performance,Josua Cycles,Josua Performance
4,8,24,28,313540.000000,0.460000,264803.000000,0.550000,274556.000000,0.530000
4,8,28,4,38875.000000,0.570000,34407.000000,0.650000,32501.000000,0.690000
4,8,28,8,77217.000000,0.550000,59270.000000,0.720000,58014.000000,0.740000
4,8,28,12,111188.000000,0.570000,92098.000000,0.690000,84290.000000,0.750000
4,8,28,16,149588.000000,0.560000,123915.000000,0.680000,128003.000000,0.660000
4,8,28,20,213827.000000,0.490000,170272.000000,0.610000,180993.000000,0.580000
4,8,28,24,250252.000000,0.500000,197618.000000,0.630000,207795.000000,0.600000
4,8,28,28,285655.000000,0.510000,234899.000000,0.620000,244612.000000,0.590000
4,12,4,4,41554.000000,0.970000,33694.000000,1.200000,32742.000000,1.230000
4,12,4,8,80305.000000,1.060000,63247.000000,1.340000,63441.000000,1.340000
4,12,4,12,123513.000000,1.050000,95858.000000,1.350000,95648.000000,1.350000
4,12,4,16,165363.000000,1.050000,127087.000000,1.370000,130082.000000,1.340000
4,12,4,20,207518.000000,1.050000,164205.000000,1.330000,163387.000000,1.340000
4,12,4,24,250650.000000,1.050000,196646.000000,1.340000,214680.000000,1.230000
4,12,4,28,298687.000000,1.030000,232130.000000,1.330000,232524.000000,1.320000
4,12,8,4,45465.000000,0.910000,37534.000000,1.100000,37205.000000,1.110000
4,12,8,8,90574.000000,0.950000,72370.000000,1.180000,71862.000000,1.190000
4,12,8,12,129067.000000,1.010000,105848.000000,1.230000,103515.000000,1.260000
4,12,8,16,181690.000000,0.960000,144138.000000,1.210000,150404.000000,1.160000
4,12,8,20,225674.000000,0.970000,180039.000000,1.220000,181949.000000,1.210000
4,12,8,24,294056.000000,0.900000,237909.000000,1.110000,237589.000000,1.110000
4,12,8,28,351413.000000,0.880000,288827.000000,1.070000,286123.000000,1.080000
4,12,12,4,49257.000000,0.850000,41633.000000,1.010000,40801.000000,1.030000
4,12,12,8,99509.000000,0.870000,78705.000000,1.100000,78331.000000,1.110000
4,12,12,12,145182.000000,0.900000,118449.000000,1.110000,124441.000000,1.050000
4,12,12,16,200379.000000,0.880000,161565.000000,1.090000,167057.000000,1.050000
4,12,12,20,247091.000000,0.890000,202379.000000,1.090000,203524.000000,1.080000
4,12,12,24,297420.000000,0.890000,239036.000000,1.110000,235991.000000,1.120000
4,12,12,28,368401.000000,0.840000,301930.000000,1.020000,298541.000000,1.040000
4,12,16,4,53127.000000,0.810000,45431.000000,0.940000,44367.000000,0.970000
4,12,16,8,107412.000000,0.810000,84628.000000,1.030000,84835.000000,1.030000
4,12,16,12,152946.000000,0.860000,129268.000000,1.020000,124944.000000,1.060000
4,12,16,16,215729.000000,0.820000,182796.000000,0.970000,178868.000000,0.990000
4,12,16,20,291347.000000,0.760000,245004.000000,0.900000,254303.000000,0.870000
4,12,16,24,334561.000000,0.790000,278466.000000,0.950000,281209.000000,0.950000
4,12,16,28,377517.000000,0.820000,308584.000000,1.010000,310789.000000,1.000000
4,12,20,4,57016.000000,0.770000,49241.000000,0.890000,48120.000000,0.910000
4,12,20,8,117668.000000,0.750000,94799.000000,0.930000,90215.000000,0.980000
4,12,20,12,164590.000000,0.810000,139599.000000,0.950000,133621.000000,0.990000
4,12,20,16,228202.000000,0.780000,185669.000000,0.960000,195993.000000,0.910000
4,12,20,20,314990.000000,0.700000,245125.000000,0.910000,262743.000000,0.850000
4,12,20,24,359916.000000,0.740000,286549.000000,0.930000,305970.000000,0.870000
4,12,20,28,410487.000000,0.760000,334644.000000,0.930000,374455.000000,0.830000
4,12,24,4,61970.000000,0.720000,53113.000000,0.840000,51985.000000,0.860000
4,12,24,8,125399.000000,0.710000,97083.000000,0.920000,97896.000000,0.910000
4,12,24,12,177287.000000,0.750000,150861.000000,0.890000,142459.000000,0.940000
4,12,24,16,263935.000000,0.680000,200362.000000,0.890000,211313.000000,0.840000
4,12,24,20,338471.000000,0.660000,266488.000000,0.840000,286507.000000,0.780000
4,12,24,24,400242.000000,0.670000,316681.000000,0.840000,338650.000000,0.790000
4,12,24,28,442169.000000,0.710000,361512.000000,0.860000,381415.000000,0.820000
4,12,28,4,66004.000000,0.690000,57109.000000,0.800000,55784.000000,0.820000
4,12,28,8,135317.000000,0.670000,103361.000000,0.870000,102260.000000,0.880000
4,12,28,12,186508.000000,0.720000,160858.000000,0.840000,150852.000000,0.890000
4,12,28,16,258962.000000,0.690000,213434.000000,0.840000,221863.000000,0.810000
4,12,28,20,357681.000000,0.630000,288429.000000,0.780000,309489.000000,0.720000
4,12,28,24,423006.000000,0.630000,339994.000000,0.790000,361801.000000,0.740000
4,12,28,28,485137.000000,0.650000,424533.000000,0.740000,419800.000000,0.750000
4,16,4,4,65960.000000,1.060000,54697.000000,1.270000,54253.000000,1.280000
4,16,4,8,130405.000000,1.130000,103153.000000,1.430000,104393.000000,1.410000
4,16,4,12,209020.000000,1.080000,162141.000000,1.390000,164034.000000,1.370000
4,16,4,16,267908.000000,1.130000,212011.000000,1.430000,215734.000000,1.410000
4,16,4,20,344306.000000,1.110000,275891.000000,1.380000,274332.000000,1.390000
4,16,4,24,420547.000000,1.090000,329516.000000,1.390000,331768.000000,1.380000
4,16,4,28,498586.000000,1.080000,394758.000000,1.360000,397369.000000,1.350000
4,16,8,4,71459.000000,0.990000,59357.000000,1.190000,60591.000000,1.170000
4,16,8,8,141424.000000,1.050000,115382.000000,1.290000,115309.000000,1.290000
4,16,8,12,208956.000000,1.080000,170631.000000,1.330000,170962.000000,1.330000
4,16,8,16,287916.000000,1.060000,231456.000000,1.320000,237930.000000,1.280000
4,16,8,20,379931.000000,1.010000,304273.000000,1.260000,311513.000000,1.230000
4,16,8,24,448073.000000,1.030000,356394.000000,1.290000,357779.000000,1.290000
4,16,8,28,531533.000000,1.010000,425573.000000,1.260000,426518.000000,1.260000
4,16,12,4,76155.000000,0.950000,63635.000000,1.130000,65018.000000,1.110000
4,16,12,8,152520.000000,0.980000,123615.000000,1.210000,123715.000000,1.210000
4,16,12,12,231695.000000,0.980000,184712.000000,1.230000,183458.000000,1.240000
4,16,12,16,303399.000000,1.010000,250818.000000,1.220000,257537.000000,1.190000
4,16,12,20,398130.000000,0.960000,317153.000000,1.210000,327478.000000,1.170000
4,16,12,24,481371.000000,0.960000,386728.000000,1.190000,384215.000000,1.200000
4,16,12,28,583350.000000,0.920000,476445.000000,1.130000,475749.000000,1.130000
4,16,16,4,81457.000000,0.900000,67545.000000,1.080000,69967.000000,1.050000
4,16,16,8,165295.000000,0.910000,135404.000000,1.120000,131257.000000,1.150000
4,16,16,12,238549.000000,0.960000,198504.000000,1.150000,198958.000000,1.150000
4,16,16,16,331292.000000,0.930000,267268.000000,1.150000,280236.000000,1.090000
4,16,16,20,443341.000000,0.870000,348374.000000,1.100000,363843.000000,1.060000
4,16,16,24,519445.000000,0.890000,420667.000000,1.100000,425995.000000,1.090000
4,16,16,28,624694.000000,0.860000,503581.000000,1.070000,511622.000000,1.060000
4,16,20,4,86801.000000,0.860000,72243.000000,1.030000,75044.000000,0.990000
4,16,20,8,177220.000000,0.860000,140168.000000,1.090000,139326.000000,1.090000
4,16,20,12,256341.000000,0.900000,212544.000000,1.080000,208053.000000,1.110000
4,16,20,16,351350.000000,0.880000,287513.000000,1.070000,305492.000000,1.010000
4,16,20,20,488681.000000,0.790000,370845.000000,1.040000,405973.000000,0.950000
4,16,20,24,567586.000000,0.820000,448747.000000,1.030000,480024.000000,0.970000
4,16,20,28,665232.000000,0.810000,536543.000000,1.010000,566451.000000,0.960000
4,16,24,4,93139.000000,0.810000,77527.000000,0.970000,79968.000000,0.940000
4,16,24,8,188468.000000,0.810000,148575.000000,1.030000,146946.000000,1.040000
4,16,24,12,270634.000000,0.850000,227192.000000,1.020000,219107.000000,1.060000
4,16,24,16,369231.000000,0.840000,308197.000000,1.000000,321436.000000,0.960000
4,16,24,20,516636.000000,0.750000,400120.000000,0.970000,436359.000000,0.890000
4,16,24,24,626486.000000,0.740000,496034.000000,0.940000,526269.000000,0.880000
4,16,24,28,689193.000000,0.790000,559810.000000,0.970000,593742.000000,0.910000
4,16,28,4,98445.000000,0.780000,82317.000000,0.930000,84921.000000,0.900000
4,16,28,8,202122.000000,0.760000,164023.000000,0.940000,155532.000000,0.990000
4,16,28,12,285546.000000,0.810000,241276.000000,0.960000,231068.000000,1.010000
4,16,28,16,389804.000000,0.800000,327894.000000,0.950000,339365.000000,0.910000
4,16,28,20,544407.000000,0.710000,431078.000000,0.900000,465644.000000,0.830000
4,16,28,24,658624.000000,0.710000,525864.000000,0.890000,558572.000000,0.830000
4,16,28,28,745779.000000,0.730000,607172.000000,0.900000,640564.000000,0.850000
4,20,4,4,99758.000000,1.070000,80550.000000,1.330000,79793.000000,1.340000
4,20,4,8,204336.000000,1.110000,182686.000000,1.250000,155504.000000,1.460000
4,20,4,12,300173.000000,1.160000,236346.000000,1.470000,236959.000000,1.470000
4,20,4,16,404822.000000,1.160000,315494.000000,1.480000,323909.000000,1.450000
4,20,4,20,510086.000000,1.150000,405015.000000,1.450000,407501.000000,1.440000
4,20,4,24,617924.000000,1.150000,495199.000000,1.430000,496189.000000,1.430000
4,20,4,28,740441.000000,1.120000,594738.000000,1.390000,599239.000000,1.380000
4,20,8,4,106246.000000,1.020000,83288.000000,1.300000,87472.000000,1.240000
4,20,8,8,211880.000000,1.080000,169993.000000,1.350000,169057.000000,1.350000
4,20,8,12,312943.000000,1.120000,259760.000000,1.340000,253471.000000,1.380000
4,20,8,16,429865.000000,1.090000,341656.000000,1.370000,350982.000000,1.340000
4,20,8,20,538808.000000,1.090000,432316.000000,1.360000,439685.000000,1.340000
4,20,8,24,655487.000000,1.080000,530500.000000,1.340000,534306.000000,1.330000
4,20,8,28,772820.000000,1.070000,627598.000000,1.320000,629065.000000,1.320000
4,20,12,4,112377.000000,0.980000,89934.000000,1.220000,93333.000000,1.180000
4,20,12,8,225372.000000,1.020000,180652.000000,1.280000,179977.000000,1.280000
4,20,12,12,335431.000000,1.050000,282284.000000,1.240000,267664.000000,1.310000
4,20,12,16,444668.000000,1.060000,361953.000000,1.300000,375971.000000,1.250000
4,20,12,20,578717.000000,1.020000,465090.000000,1.270000,477494.000000,1.240000
4,20,12,24,709105.000000,1.000000,574059.000000,1.240000,572424.000000,1.240000
4,20,12,28,840497.000000,0.990000,686014.000000,1.210000,684065.000000,1.220000
4,20,16,4,118453.000000,0.940000,95712.000000,1.160000,99432.000000,1.120000
4,20,16,8,243342.000000,0.950000,193841.000000,1.200000,190102.000000,1.220000
4,20,16,12,348004.000000,1.010000,309668.000000,1.140000,287763.000000,1.220000
4,20,16,16,493929.000000,0.960000,388589.000000,1.220000,404789.000000,1.170000
4,20,16,20,638386.000000,0.930000,500050.000000,1.190000,521824.000000,1.140000
4,20,16,24,757182.000000,0.940000,622754.000000,1.150000,631843.000000,1.130000
4,20,16,28,941582.000000,0.890000,766393.000000,1.090000,732809.000000,1.140000
4,20,20,4,125977.000000,0.900000,102701.000000,1.100000,106025.000000,1.060000
4,20,20,8,257822.000000,0.900000,207417.000000,1.120000,202680.000000,1.150000
4,20,20,12,368924.000000,0.960000,305022.000000,1.160000,301000.000000,1.170000
4,20,20,16,517470.000000,0.920000,413840.000000,1.150000,438318.000000,1.080000
4,20,20,20,690770.000000,0.860000,534478.000000,1.110000,572890.000000,1.040000
4,20,20,24,805141.000000,0.890000,642182.000000,1.110000,681739.000000,1.050000
4,20,20,28,923438.000000,0.900000,750953.000000,1.110000,788147.000000,1.060000
4,20,24,4,133658.000000,0.860000,108781.000000,1.050000,112015.000000,1.020000
4,20,24,8,268836.000000,0.870000,217162.000000,1.080000,209548.000000,1.120000
4,20,24,12,386920.000000,0.920000,320855.000000,1.110000,312260.000000,1.140000
4,20,24,16,540177.000000,0.880000,438160.000000,1.080000,460354.000000,1.030000
4,20,24,20,726644.000000,0.820000,570637.000000,1.040000,611603.000000,0.970000
4,20,24,24,870588.000000,0.820000,686388.000000,1.040000,729993.000000,0.980000
4,20,24,28,983099.000000,0.850000,803870.000000,1.040000,844859.000000,0.990000
4,20,28,4,140296.000000,0.830000,115216.000000,1.000000,118258.000000,0.980000
4,20,28,8,286808.000000,0.820000,227453.000000,1.040000,219833.000000,1.070000
4,20,28,12,404953.000000,0.880000,362240.000000,0.980000,327692.000000,1.090000
4,20,28,16,569847.000000,0.840000,462317.000000,1.030000,480572.000000,0.990000
4,20,28,20,760564.000000,0.790000,610010.000000,0.980000,645137.000000,0.930000
4,20,28,24,906367.000000,0.790000,721809.000000,0.990000,762695.000000,0.940000
4,20,28,28,1046649.000000,0.800000,852858.000000,0.980000,893897.000000,0.940000
4,24,4,4,140456.000000,1.090000,110098.000000,1.390000,114925.000000,1.330000
4,24,4,8,283773.000000,1.140000,221403.000000,1.470000,225941.000000,1.440000
4,24,4,12,424246.000000,1.170000,327612.000000,1.520000,335137.000000,1.480000
4,24,4,16,585885.000000,1.140000,449788.000000,1.490000,463960.000000,1.440000
4,24,4,20,725147.000000,1.160000,578942.000000,1.450000,580842.000000,1.450000
4,24,4,24,858330.000000,1.180000,699062.000000,1.450000,698298.000000,1.450000
4,24,4,28,1024029.000000,1.160000,816534.000000,1.450000,821117.000000,1.440000
4,24,8,4,145566.000000,1.060000,114962.000000,1.340000,120848.000000,1.280000
4,24,8,8,293578.000000,1.110000,234800.000000,1.390000,235176.000000,1.390000
4,24,8,12,443376.000000,1.120000,348773.000000,1.430000,359376.000000,1.390000
4,24,8,16,611119.000000,1.100000,482682.000000,1.390000,497170.000000,1.350000
4,24,8,20,766423.000000,1.100000,619387.000000,1.360000,616096.000000,1.370000
4,24,8,24,911379.000000,1.110000,737227.000000,1.380000,736889.000000,1.380000
4,24,8,28,1072763.000000,1.110000,864517.000000,1.370000,866854.000000,1.370000
4,24,12,4,152422.000000,1.020000,122385.000000,1.270000,128280.000000,1.220000
4,24,12,8,311280.000000,1.050000,246890.000000,1.330000,247533.000000,1.330000
4,24,12,12,463079.000000,1.080000,372622.000000,1.340000,375999.000000,1.330000
4,24,12,16,624542.000000,1.080000,498250.000000,1.350000,515037.000000,1.310000
4,24,12,20,792481.000000,1.070000,635962.000000,1.330000,649461.000000,1.300000
4,24,12,24,949997.000000,1.070000,769291.000000,1.320000,763863.000000,1.330000
4,24,12,28,1139142.000000,1.040000,929784.000000,1.280000,928983.000000,1.280000
4,24,16,4,159986.000000,0.990000,130034.000000,1.210000,135421.000000,1.160000
4,24,16,8,328302.000000,1.000000,267324.000000,1.230000,259511.000000,1.270000
4,24,16,12,482972.000000,1.040000,392250.000000,1.280000,394712.000000,1.270000
4,24,16,16,681170.000000,0.990000,536280.000000,1.260000,558751.000000,1.210000
4,24,16,20,861250.000000,0.980000,677139.000000,1.250000,702501.000000,1.200000
4,24,16,24,1033330.000000,0.990000,837951.000000,1.210000,847571.000000,1.200000
4,24,16,28,1271323.000000,0.940000,972627.000000,1.220000,987346.000000,1.210000
4,24,20,4,167795.000000,0.950000,138218.000000,1.150000,142813.000000,1.120000
4,24,20,8,345429.000000,0.960000,273220.000000,1.210000,271626.000000,1.220000
4,24,20,12,502995.000000,1.000000,414612.000000,1.210000,409125.000000,1.230000
4,24,20,16,690420.000000,0.980000,559627.000000,1.210000,584230.000000,1.160000
4,24,20,20,937285.000000,0.900000,721634.000000,1.170000,774362.000000,1.090000
4,24,20,24,1097027.000000,0.930000,871568.000000,1.170000,919547.000000,1.110000
4,24,20,28,1259448.000000,0.950000,1020718.000000,1.170000,1063365.000000,1.120000
4,24,24,4,177855.000000,0.910000,145611.000000,1.110000,150236.000000,1.070000
4,24,24,8,365668.000000,0.910000,285254.000000,1.170000,282446.000000,1.180000
4,24,24,12,527672.000000,0.960000,446184.000000,1.130000,423846.000000,1.190000
4,24,24,16,720044.000000,0.940000,593313.000000,1.140000,610417.000000,1.110000
4,24,24,20,977718.000000,0.870000,764248.000000,1.110000,825160.000000,1.030000
4,24,24,24,1167899.000000,0.870000,923968.000000,1.110000,978023.000000,1.040000
4,24,24,28,1310616.000000,0.910000,1065782.000000,1.120000,1117773.000000,1.070000
4,24,28,4,185628.000000,0.880000,153128.000000,1.060000,158775.000000,1.030000
4,24,28,8,380534.000000,0.880000,309687.000000,1.080000,294675.000000,1.140000
4,24,28,12,547371.000000,0.930000,458887.000000,1.100000,448319.000000,1.130000
4,24,28,16,769532.000000,0.880000,625963.000000,1.080000,649551.000000,1.050000
4,24,28,20,1008573.000000,0.840000,827658.000000,1.030000,855547.000000,0.990000
4,24,28,24,1197844.000000,0.850000,949057.000000,1.080000,1004463.000000,1.020000
4,24,28,28,1402530.000000,0.850000,1134691.000000,1.050000,1203777.000000,0.990000
4,28,4,4,181038.000000,1.140000,145476.000000,1.420000,147841.000000,1.390000
4,28,4,8,363300.000000,1.210000,293039.000000,1.500000,295943.000000,1.480000
4,28,4,12,561384.000000,1.200000,437834.000000,1.530000,451094.000000,1.490000
4,28,4,16,760823.000000,1.190000,600219.000000,1.510000,614262.000000,1.470000
4,28,4,20,959412.000000,1.190000,767737.000000,1.480000,772423.000000,1.470000
4,28,4,24,1162375.000000,1.180000,928212.000000,1.480000,937851.000000,1.460000
4,28,4,28,1380574.000000,1.160000,1106826.000000,1.450000,1112542.000000,1.440000
4,28,8,4,189893.000000,1.100000,152038.000000,1.370000,158146.000000,1.320000
4,28,8,8,386491.000000,1.140000,311251.000000,1.420000,310447.000000,1.420000
4,28,8,12,583235.000000,1.160000,463079.000000,1.460000,472918.000000,1.430000
4,28,8,16,796055.000000,1.140000,630829.000000,1.440000,647045.000000,1.400000
4,28,8,20,1010508.000000,1.130000,810347.000000,1.410000,837107.000000,1.360000
4,28,8,24,1199757.000000,1.140000,980122.000000,1.400000,978592.000000,1.400000
4,28,8,28,1430095.000000,1.120000,1170200.000000,1.370000,1175659.000000,1.370000
4,28,12,4,204432.000000,1.030000,161537.000000,1.300000,179168.000000,1.170000
4,28,12,8,406196.000000,1.090000,328584.000000,1.350000,326006.000000,1.360000
4,28,12,12,613875.000000,1.100000,493636.000000,1.370000,497005.000000,1.360000
4,28,12,16,830832.000000,1.090000,669700.000000,1.360000,684460.000000,1.330000
4,28,12,20,1058434.000000,1.080000,850498.000000,1.340000,872740.000000,1.310000
4,28,12,24,1273910.000000,1.080000,1029930.000000,1.330000,1025268.000000,1.340000
4,28,12,28,1496235.000000,1.070000,1214949.000000,1.320000,1212305.000000,1.330000
4,28,16,4,208272.000000,1.020000,174581.000000,1.210000,188155.000000,1.130000
4,28,16,8,427032.000000,1.040000,366551.000000,1.210000,340615.000000,1.310000
4,28,16,12,628886.000000,1.080000,514621.000000,1.320000,523824.000000,1.290000
4,28,16,16,882281.000000,1.030000,703416.000000,1.300000,728195.000000,1.250000
4,28,16,20,1116961.000000,1.020000,880038.000000,1.300000,914904.000000,1.250000
4,28,16,24,1331947.000000,1.030000,1154318.000000,1.190000,1100296.000000,1.250000
4,28,16,28,1566340.000000,1.030000,1327588.000000,1.210000,1358678.000000,1.180000
4,28,20,4,217648.000000,0.980000,183485.000000,1.170000,183448.000000,1.170000
4,28,20,8,481589.000000,0.930000,353903.000000,1.260000,353736.000000,1.260000
4,28,20,12,658947.000000,1.030000,540269.000000,1.260000,539904.000000,1.260000
4,28,20,16,905758.000000,1.010000,734414.000000,1.240000,764014.000000,1.190000
4,28,20,20,1213131.000000,0.940000,1002768.000000,1.140000,1009958.000000,1.130000
4,28,20,24,1430874.000000,0.960000,1145754.000000,1.200000,1206132.000000,1.140000
4,28,20,28,1704998.000000,0.950000,1332574.000000,1.210000,1388079.000000,1.160000
4,28,24,4,228755.000000,0.940000,194558.000000,1.110000,191902.000000,1.130000
4,28,24,8,466671.000000,0.960000,377585.000000,1.190000,366130.000000,1.230000
4,28,24,12,686076.000000,0.990000,569822.000000,1.200000,560702.000000,1.220000
4,28,24,16,939581.000000,0.970000,770549.000000,1.190000,792434.000000,1.150000
4,28,24,20,1257170.000000,0.910000,1049863.000000,1.090000,1060562.000000,1.080000
4,28,24,24,1500275.000000,0.920000,1257066.000000,1.100000,1260174.000000,1.100000
4,28,24,28,1708404.000000,0.940000,1392839.000000,1.160000,1456803.000000,1.110000
4,28,28,4,237508.000000,0.920000,214950.000000,1.010000,200677.000000,1.090000
4,28,28,8,497893.000000,0.910000,383680.000000,1.180000,379988.000000,1.190000
4,28,28,12,709706.000000,0.960000,592678.000000,1.150000,612897.000000,1.120000
4,28,28,16,970236.000000,0.950000,799444.000000,1.150000,844739.000000,1.090000
4,28,28,20,1306945.000000,0.880000,1031520.000000,1.110000,1107631.000000,1.040000
4,28,28,24,1553172.000000,0.890000,1240083.000000,1.120000,1308846.000000,1.060000
4,28,28,28,1799971.000000,0.900000,1461202.000000,1.110000,1534139.000000,1.050000
